"first_name","last_name","address","city","county","state","zip","phone","email","rewards"
"Cecil","Lapage","4 Stovall St #72","Union City","Hudson","NJ","7087","201-693-3967","clapage@lapage.com","platinum"
"Jeanice","Claucherty","19 Amboy Ave","Miami","Miami-Dade","FL","33142","305-988-4162","jeanice.claucherty@yahoo.com","bronze"
"Josphine","Villanueva","63 Smith Ln #8343","Moss","Clay","TN","38575","931-553-9774","josphine_villanueva@villanueva.com","silver"
"Daniel","Perruzza","11360 S Halsted St","Santa Ana","Orange","CA","92705","714-771-3880","dperruzza@perruzza.com","gold "
"Cassi","Wildfong","26849 Jefferson Hwy","Rolling Meadows","Cook","IL","60008","847-633-3216","cassi.wildfong@aol.com","silver"
"Britt","Galam","2500 Pringle Rd Se #508","Hatfield","Montgomery","PA","19440","215-888-3304","britt@galam.org","gold "
"Adell","Lipkin","65 Mountain View Dr","Whippany","Morris","NJ","7981","973-654-1561","adell.lipkin@lipkin.com","bronze"
"Jacqueline","Rowling","1 N San Saba","Erie","Erie","PA","16501","814-865-8113","jacqueline.rowling@yahoo.com","platinum"
"Lonny","Weglarz","51120 State Route 18","Salt Lake City","Salt Lake","UT","84115","801-293-9853","lonny_weglarz@gmail.com","platinum"
"Lonna","Diestel","1482 College Ave","Fayetteville","Cumberland","NC","28301","910-922-3672","lonna_diestel@gmail.com","silver"
"Cristal","Samara","4119 Metropolitan Dr","Los Angeles","Los Angeles","CA","90021","213-975-8026","cristal@cox.net","gold "
"Kenneth","Grenet","2167 Sierra Rd","East Lansing","Ingham","MI","48823","517-499-2322","kenneth.grenet@grenet.org","gold "
"Elli","Mclaird","6 Sunrise Ave","Utica","Oneida","NY","13501","315-818-2638","emclaird@mclaird.com","bronze"
"Alline","Jeanty","55713 Lake City Hwy","South Bend","St Joseph","IN","46601","574-656-2800","ajeanty@gmail.com","platinum"
"Sharika","Eanes","75698 N Fiesta Blvd","Orlando","Orange","FL","32806","407-312-1691","sharika.eanes@aol.com","gold "
"Nu","Mcnease","88 Sw 28th Ter","Harrison","Hudson","NJ","7029","973-751-9003","nu@gmail.com","platinum"
"Daniela","Comnick","7 Flowers Rd #403","Trenton","Mercer","NJ","8611","609-200-8577","dcomnick@cox.net","bronze"
"Cecilia","Colaizzo","4 Nw 12th St #3849","Madison","Dane","WI","53717","608-382-4541","cecilia_colaizzo@colaizzo.com","platinum"
"Leslie","Threets","2 A Kelley Dr","Katonah","Westchester","NY","10536","914-861-9748","leslie@cox.net","bronze"
"Nan","Koppinger","88827 Frankford Ave","Greensboro","Guilford","NC","27401","336-370-5333","nan@koppinger.com","bronze"
"Izetta","Dewar","2 W Scyene Rd #3","Baltimore","Baltimore City","MD","21217","410-473-1708","idewar@dewar.com","platinum"
"Tegan","Arceo","62260 Park Stre","Monroe Township","Middlesex","NJ","8831","732-730-2692","tegan.arceo@arceo.org","gold "
"Ruthann","Keener","3424 29th St Se","Kerrville","Kerr","TX","78028","830-258-2769","ruthann@hotmail.com","bronze"
"Joni","Breland","35 E Main St #43","Elk Grove Village","Cook","IL","60007","847-519-5906","joni_breland@cox.net","silver"
"Vi","Rentfro","7163 W Clark Rd","Freehold","Monmouth","NJ","7728","732-605-4781","vrentfro@cox.net","gold "
"Colette","Kardas","21575 S Apple Creek Rd","Omaha","Douglas","NE","68124","402-896-5943","colette.kardas@yahoo.com","platinum"
"Malcolm","Tromblay","747 Leonis Blvd","Annandale","Fairfax","VA","22003","703-221-5602","malcolm_tromblay@cox.net","bronze"
"Ryan","Harnos","13 Gunnison St","Plano","Collin","TX","75075","972-558-1665","ryan@cox.net","platinum"
"Jess","Chaffins","18 3rd Ave","New York","New York","NY","10016","212-510-4633","jess.chaffins@chaffins.org","gold "
"Sharen","Bourbon","62 W Austin St","Syosset","Nassau","NY","11791","516-816-1541","sbourbon@yahoo.com","gold "
"Nickolas","Juvera","177 S Rider Trl #52","Crystal River","Citrus","FL","34429","352-598-8301","nickolas_juvera@cox.net","gold "
"Gary","Nunlee","2 W Mount Royal Ave","Fortville","Hancock","IN","46040","317-542-6023","gary_nunlee@nunlee.org","gold "
"Diane","Devreese","1953 Telegraph Rd","Saint Joseph","Buchanan","MO","64504","816-557-9673","diane@cox.net","platinum"
"Roslyn","Chavous","63517 Dupont St","Jackson","Hinds","MS","39211","601-234-9632","roslyn.chavous@chavous.org","gold "
"Glory","Schieler","5 E Truman Rd","Abilene","Taylor","TX","79602","325-869-2649","glory@yahoo.com","gold "
"Rasheeda","Sayaphon","251 Park Ave #979","Saratoga","Santa Clara","CA","95070","408-805-4309","rasheeda@aol.com","silver"
"Alpha","Palaia","43496 Commercial Dr #29","Cherry Hill","Camden","NJ","8003","856-312-2629","alpha@yahoo.com","platinum"
"Refugia","Jacobos","2184 Worth St","Hayward","Alameda","CA","94545","510-974-8671","refugia.jacobos@jacobos.com","bronze"
"Shawnda","Yori","50126 N Plankinton Ave","Longwood","Seminole","FL","32750","407-538-5106","shawnda.yori@yahoo.com","platinum"
"Mona","Delasancha","38773 Gravois Ave","Cheyenne","Laramie","WY","82001","307-403-1488","mdelasancha@hotmail.com","silver"
"Gilma","Liukko","16452 Greenwich St","Garden City","Nassau","NY","11530","516-393-9967","gilma_liukko@gmail.com","bronze"
"Janey","Gabisi","40 Cambridge Ave","Madison","Dane","WI","53715","608-967-7194","jgabisi@hotmail.com","bronze"
"Lili","Paskin","20113 4th Ave E","Kearny","Hudson","NJ","7032","201-431-2989","lili.paskin@cox.net","silver"
"Loren","Asar","6 Ridgewood Center Dr","Old Forge","Lackawanna","PA","18518","570-648-3035","loren.asar@aol.com","silver"
"Dorothy","Chesterfield","469 Outwater Ln","San Diego","San Diego","CA","92126","858-617-7834","dorothy@cox.net","silver"
"Gail","Similton","62 Monroe St","Thousand Palms","Riverside","CA","92276","760-616-5388","gail_similton@similton.com","silver"
"Catalina","Tillotson","3338 A Lockport Pl #6","Margate City","Atlantic","NJ","8402","609-373-3332","catalina@hotmail.com","gold "
"Lawrence","Lorens","9 Hwy","Providence","Providence","RI","2906","401-465-6432","lawrence.lorens@hotmail.com","gold "
"Carlee","Boulter","8284 Hart St","Abilene","Dickinson","KS","67410","785-347-1805","carlee.boulter@hotmail.com","bronze"
"Thaddeus","Ankeny","5 Washington St #1","Roseville","Placer","CA","95678","916-920-3571","tankeny@ankeny.org","silver"
"Jovita","Oles","8 S Haven St","Daytona Beach","Volusia","FL","32114","386-248-4118","joles@gmail.com","silver"
"Alesia","Hixenbaugh","9 Front St","Washington","District of Columbia","DC","20001","202-646-7516","alesia_hixenbaugh@hixenbaugh.org","bronze"
"Lai","Harabedian","1933 Packer Ave #2","Novato","Marin","CA","94945","415-423-3294","lai@gmail.com","silver"
"Brittni","Gillaspie","67 Rv Cent","Boise","Ada","ID","83709","208-709-1235","bgillaspie@gillaspie.com","platinum"
"Raylene","Kampa","2 Sw Nyberg Rd","Elkhart","Elkhart","IN","46514","574-499-1454","rkampa@kampa.org","bronze"
"Flo","Bookamer","89992 E 15th St","Alliance","Box Butte","NE","69301","308-726-2182","flo.bookamer@cox.net","bronze"
"Jani","Biddy","61556 W 20th Ave","Seattle","King","WA","98104","206-711-6498","jbiddy@yahoo.com","bronze"
"Chauncey","Motley","63 E Aurora Dr","Orlando","Orange","FL","32804","407-413-4842","chauncey_motley@aol.com","bronze"
